"gene"	"pLI"	"intolerant"	"interaction_type"	"snp"	"log2_aFC"
"HLA-DQB1"	0.0089259	"Tolerant"	"Cis"	"rs9274657"	-0.677536469629654
"AADAC"	0.0029108	"Tolerant"	"non-eQTL"	NA	NA
"MYH7B"	4.3419e-46	"Tolerant"	"non-eQTL"	NA	NA
"SLC22A15"	2.516e-09	"Tolerant"	"non-eQTL"	NA	NA
"CNPY2"	0.0029232	"Tolerant"	"non-eQTL"	NA	NA
"CCDC60"	7.7084e-10	"Tolerant"	"non-eQTL"	NA	NA
"BVES"	9.343e-06	"Tolerant"	"non-eQTL"	NA	NA
"KBTBD4"	2.9136e-06	"Tolerant"	"non-eQTL"	NA	NA
"TPTE2"	1.8753e-12	"Tolerant"	"non-eQTL"	NA	NA
"RCBTB2"	2.4857e-09	"Tolerant"	"non-eQTL"	NA	NA
"SP110"	1.4595e-14	"Tolerant"	"non-eQTL"	NA	NA
"ALDH6A1"	7.5619e-10	"Tolerant"	"non-eQTL"	NA	NA
"DNAL1"	0.0088801	"Tolerant"	"non-eQTL"	NA	NA
"PDCD6"	0.0088799	"Tolerant"	"non-eQTL"	NA	NA
"COL10A1"	2.9839e-05	"Tolerant"	"non-eQTL"	NA	NA
"WRN"	2.6432e-34	"Tolerant"	"non-eQTL"	NA	NA
"STX17"	9.4629e-05	"Tolerant"	"non-eQTL"	NA	NA
"TRMT1"	1.8899e-12	"Tolerant"	"non-eQTL"	NA	NA
"SDF2"	0.026377	"Tolerant"	"non-eQTL"	NA	NA
"CPXM2"	5.487e-13	"Tolerant"	"non-eQTL"	NA	NA
"MCM8"	1.0536e-16	"Tolerant"	"non-eQTL"	NA	NA
"MEF2B"	0.00092914	"Tolerant"	"non-eQTL"	NA	NA
"TNK1"	2.6405e-08	"Tolerant"	"non-eQTL"	NA	NA
"POU4F2"	0.074814	"Tolerant"	"non-eQTL"	NA	NA
"KRT71"	9.011e-07	"Tolerant"	"non-eQTL"	NA	NA
"TMEM119"	0.62503	"Tolerant"	"non-eQTL"	NA	NA
"ZRANB3"	4.2341e-21	"Tolerant"	"non-eQTL"	NA	NA
"ATP13A4"	3.3306e-26	"Tolerant"	"non-eQTL"	NA	NA
"AMELX"	0.074507	"Tolerant"	"non-eQTL"	NA	NA
"RAB17"	0.074599	"Tolerant"	"non-eQTL"	NA	NA
"DSC1"	3.4979e-16	"Tolerant"	"non-eQTL"	NA	NA
"WDR46"	5.4327e-13	"Tolerant"	"non-eQTL"	NA	NA
"NT5C1B-RDH14"	7.3667e-10	"Tolerant"	"non-eQTL"	NA	NA
"SOAT1"	7.3621e-10	"Tolerant"	"non-eQTL"	NA	NA
"ZNF510"	8.4888e-08	"Tolerant"	"non-eQTL"	NA	NA
"NAPEPLD"	2.9414e-05	"Tolerant"	"non-eQTL"	NA	NA
"NUDT9"	9.1759e-06	"Tolerant"	"non-eQTL"	NA	NA
"ZNF729"	0.39585	"Tolerant"	"non-eQTL"	NA	NA
"MASTL"	5.4383e-13	"Tolerant"	"non-eQTL"	NA	NA
"IMP4"	8.8614e-07	"Tolerant"	"non-eQTL"	NA	NA
"FAM133A"	0.39581	"Tolerant"	"non-eQTL"	NA	NA
"PIP5KL1"	2.9295e-05	"Tolerant"	"non-eQTL"	NA	NA
"SLC25A44"	0.00092458	"Tolerant"	"non-eQTL"	NA	NA
"ADC"	8.8707e-07	"Tolerant"	"non-eQTL"	NA	NA
"SFRP4"	9.2586e-05	"Tolerant"	"non-eQTL"	NA	NA
"DPPA4"	0.00029363	"Tolerant"	"non-eQTL"	NA	NA
"C6orf1"	0.62416	"Tolerant"	"non-eQTL"	NA	NA
"DPH2"	9.0918e-06	"Tolerant"	"non-eQTL"	NA	NA
"TGOLN2"	0.0028483	"Tolerant"	"non-eQTL"	NA	NA
"PIGT"	7.2959e-10	"Tolerant"	"non-eQTL"	NA	NA
"CDKN2C"	0.39526	"Tolerant"	"non-eQTL"	NA	NA
"NUDT6"	2.9113e-05	"Tolerant"	"non-eQTL"	NA	NA
"TXNRD3"	8.3449e-08	"Tolerant"	"non-eQTL"	NA	NA
"LEFTY2"	0.00029307	"Tolerant"	"non-eQTL"	NA	NA
"CGN"	1.8942e-31	"Tolerant"	"non-eQTL"	NA	NA
"SPAG4"	2.7163e-07	"Tolerant"	"non-eQTL"	NA	NA
"CCDC142"	5.3295e-13	"Tolerant"	"non-eQTL"	NA	NA
"TCAP"	0.18939	"Tolerant"	"non-eQTL"	NA	NA
"OSER1"	0.0028566	"Tolerant"	"non-eQTL"	NA	NA
"ATP6V1B1"	2.3997e-09	"Tolerant"	"non-eQTL"	NA	NA
"SDF2L1"	0.18957	"Tolerant"	"non-eQTL"	NA	NA
"DDX10"	9.4565e-17	"Tolerant"	"non-eQTL"	NA	NA
"C1orf27"	2.7079e-07	"Tolerant"	"non-eQTL"	NA	NA
"NKAPL"	9.2219e-05	"Tolerant"	"non-eQTL"	NA	NA
"ANO5"	2.8542e-22	"Tolerant"	"non-eQTL"	NA	NA
"CDKN2A"	0.39474	"Tolerant"	"non-eQTL"	NA	NA
"KCTD13"	0.00091544	"Tolerant"	"non-eQTL"	NA	NA
"KANK1"	7.9821e-18	"Tolerant"	"non-eQTL"	NA	NA
"SYCP3"	9.1772e-05	"Tolerant"	"non-eQTL"	NA	NA
"ZNF500"	9.0776e-06	"Tolerant"	"non-eQTL"	NA	NA
"UQCRFS1"	0.18923	"Tolerant"	"non-eQTL"	NA	NA
"ZCCHC4"	2.1595e-10	"Tolerant"	"non-eQTL"	NA	NA
"ZNF197"	5.2329e-13	"Tolerant"	"non-eQTL"	NA	NA
"FAM110D"	0.39402	"Tolerant"	"non-eQTL"	NA	NA
"NGLY1"	1.5117e-13	"Tolerant"	"non-eQTL"	NA	NA
"PPM1M"	0.00090639	"Tolerant"	"non-eQTL"	NA	NA
"CHST10"	9.1356e-05	"Tolerant"	"non-eQTL"	NA	NA
"INO80E"	0.0086846	"Tolerant"	"non-eQTL"	NA	NA
"CDK14"	2.5012e-08	"Tolerant"	"non-eQTL"	NA	NA
"ACADS"	2.8026e-06	"Tolerant"	"non-eQTL"	NA	NA
"ARL6IP4"	0.00090784	"Tolerant"	"non-eQTL"	NA	NA
"PKN3"	6.1081e-19	"Tolerant"	"non-eQTL"	NA	NA
"SGPP2"	0.0028191	"Tolerant"	"non-eQTL"	NA	NA
"NPM2"	0.00090602	"Tolerant"	"non-eQTL"	NA	NA
"ZNF649"	0.073744	"Tolerant"	"non-eQTL"	NA	NA
"AHI1"	1.0773e-25	"Tolerant"	"non-eQTL"	NA	NA
"TMEM8B"	2.7974e-06	"Tolerant"	"non-eQTL"	NA	NA
"MROH2B"	5.3194e-38	"Tolerant"	"non-eQTL"	NA	NA
"ACSS3"	5.0483e-13	"Tolerant"	"non-eQTL"	NA	NA
"FKBP1B"	0.39358	"Tolerant"	"non-eQTL"	NA	NA
"GNMT"	0.0028153	"Tolerant"	"non-eQTL"	NA	NA
"INSRR"	5.3976e-24	"Tolerant"	"non-eQTL"	NA	NA
"GEN1"	3.7299e-15	"Tolerant"	"non-eQTL"	NA	NA
"COQ5"	2.8412e-05	"Tolerant"	"non-eQTL"	NA	NA
"CCDC43"	0.00028825	"Tolerant"	"non-eQTL"	NA	NA
"RHD"	2.8534e-05	"Tolerant"	"non-eQTL"	NA	NA
"RAPGEF3"	7.0737e-23	"Tolerant"	"non-eQTL"	NA	NA
"AOAH"	4.3783e-14	"Tolerant"	"non-eQTL"	NA	NA
"SMPX"	0.62317	"Tolerant"	"non-eQTL"	NA	NA
"TNFSF15"	0.0028159	"Tolerant"	"non-eQTL"	NA	NA
"SOX1"	0.62322	"Tolerant"	"non-eQTL"	NA	NA
"ITFG2"	2.4768e-08	"Tolerant"	"non-eQTL"	NA	NA
"AGTRAP"	0.18842	"Tolerant"	"non-eQTL"	NA	NA
"TRIM29"	8.1158e-08	"Tolerant"	"non-eQTL"	NA	NA
"SCUBE2"	3.5629e-21	"Tolerant"	"non-eQTL"	NA	NA
"OCLN"	8.5583e-07	"Tolerant"	"non-eQTL"	NA	NA
"B9D1"	0.0028034	"Tolerant"	"non-eQTL"	NA	NA
"DDAH1"	0.0027974	"Tolerant"	"non-eQTL"	NA	NA
"SIVA1"	0.025729	"Tolerant"	"non-eQTL"	NA	NA
"TMEM241"	8.471e-07	"Tolerant"	"non-eQTL"	NA	NA
"A2ML1"	1.6109e-34	"Tolerant"	"non-eQTL"	NA	NA
"HOXD13"	0.0086055	"Tolerant"	"non-eQTL"	NA	NA
"RAB2B"	0.0028028	"Tolerant"	"non-eQTL"	NA	NA
"ZP3"	0.00028508	"Tolerant"	"non-eQTL"	NA	NA
"LRRC63"	2.8312e-05	"Tolerant"	"non-eQTL"	NA	NA
"ZNF568"	2.2849e-09	"Tolerant"	"non-eQTL"	NA	NA
"SMIM11"	0.62261	"Tolerant"	"non-eQTL"	NA	NA
"RSU1"	0.00089071	"Tolerant"	"non-eQTL"	NA	NA
"CHCHD4"	0.18737	"Tolerant"	"non-eQTL"	NA	NA
"MYOM1"	1.7267e-40	"Tolerant"	"non-eQTL"	NA	NA
"TFB2M"	8.7667e-06	"Tolerant"	"non-eQTL"	NA	NA
"FER1L6"	7.1267e-43	"Tolerant"	"non-eQTL"	NA	NA
"RNF207"	5.4736e-12	"Tolerant"	"non-eQTL"	NA	NA
"PRR11"	8.4224e-07	"Tolerant"	"non-eQTL"	NA	NA
"RASAL1"	1.2135e-14	"Tolerant"	"non-eQTL"	NA	NA
"SHISA2"	0.073123	"Tolerant"	"non-eQTL"	NA	NA
"STAC2"	8.4083e-07	"Tolerant"	"non-eQTL"	NA	NA
"IGHMBP2"	3.0212e-16	"Tolerant"	"non-eQTL"	NA	NA
"TEX14"	9.139e-36	"Tolerant"	"non-eQTL"	NA	NA
"PGPEP1"	0.0084969	"Tolerant"	"non-eQTL"	NA	NA
"DHRS13"	0.025578	"Tolerant"	"non-eQTL"	NA	NA
"METTL4"	7.825e-08	"Tolerant"	"non-eQTL"	NA	NA
"CDK9"	8.893e-05	"Tolerant"	"non-eQTL"	NA	NA
"UBTD2"	0.18693	"Tolerant"	"non-eQTL"	NA	NA
"VGLL4"	0.072826	"Tolerant"	"non-eQTL"	NA	NA
"KLK8"	8.8493e-05	"Tolerant"	"non-eQTL"	NA	NA
"CHRNB3"	8.5898e-06	"Tolerant"	"non-eQTL"	NA	NA
"PSMB9"	0.0027499	"Tolerant"	"non-eQTL"	NA	NA
"PLEKHA8"	2.1757e-09	"Tolerant"	"non-eQTL"	NA	NA
"PAPSS2"	1.9748e-10	"Tolerant"	"non-eQTL"	NA	NA
"EFCAB14"	7.7776e-08	"Tolerant"	"non-eQTL"	NA	NA
"GALT"	8.8234e-05	"Tolerant"	"non-eQTL"	NA	NA
"CYP11B1"	8.245e-07	"Tolerant"	"non-eQTL"	NA	NA
"GNPDA2"	0.0084836	"Tolerant"	"non-eQTL"	NA	NA
"SLC9A9"	5.3311e-12	"Tolerant"	"non-eQTL"	NA	NA
"F2R"	0.0084678	"Tolerant"	"non-eQTL"	NA	NA
"ARMCX1"	0.072672	"Tolerant"	"non-eQTL"	NA	NA
"NAA16"	1.8144e-18	"Tolerant"	"non-eQTL"	NA	NA
"SLC26A3"	1.3699e-13	"Tolerant"	"non-eQTL"	NA	NA
"ECHS1"	0.00087731	"Tolerant"	"non-eQTL"	NA	NA
"NIFK"	0.00027756	"Tolerant"	"non-eQTL"	NA	NA
"RPGRIP1L"	4.083e-31	"Tolerant"	"non-eQTL"	NA	NA
"C15orf40"	0.18627	"Tolerant"	"non-eQTL"	NA	NA
"PLCH2"	1.8065e-18	"Tolerant"	"non-eQTL"	NA	NA
"TMCC3"	2.7391e-05	"Tolerant"	"non-eQTL"	NA	NA
"RGS22"	1.6387e-30	"Tolerant"	"non-eQTL"	NA	NA
"NGFRAP1"	0.62141	"Tolerant"	"non-eQTL"	NA	NA
"SLC25A17"	2.7533e-05	"Tolerant"	"non-eQTL"	NA	NA
"SDC1"	0.0084118	"Tolerant"	"non-eQTL"	NA	NA
"PAPL"	2.1396e-09	"Tolerant"	"non-eQTL"	NA	NA
"TTC24"	2.3067e-08	"Tolerant"	"non-eQTL"	NA	NA
"ZNRF2"	0.072297	"Tolerant"	"non-eQTL"	NA	NA
"SIRT2"	2.3295e-08	"Tolerant"	"non-eQTL"	NA	NA
"ZUFSP"	2.1193e-09	"Tolerant"	"non-eQTL"	NA	NA
"CASC1"	3.8887e-14	"Tolerant"	"non-eQTL"	NA	NA
"C21orf91"	0.00087035	"Tolerant"	"non-eQTL"	NA	NA
"IBA57"	0.0083921	"Tolerant"	"non-eQTL"	NA	NA
"BPIFB1"	2.3224e-08	"Tolerant"	"non-eQTL"	NA	NA
"STX18"	2.4881e-07	"Tolerant"	"non-eQTL"	NA	NA
"CDC42EP3"	0.18562	"Tolerant"	"non-eQTL"	NA	NA
"HTR3B"	2.4797e-07	"Tolerant"	"non-eQTL"	NA	NA
"MOGS"	5.8071e-11	"Tolerant"	"non-eQTL"	NA	NA
"PFKFB4"	2.1422e-09	"Tolerant"	"non-eQTL"	NA	NA
"EMCN"	8.6416e-05	"Tolerant"	"non-eQTL"	NA	NA
"PGM2"	5.0352e-12	"Tolerant"	"non-eQTL"	NA	NA
"ZNF540"	0.39014	"Tolerant"	"non-eQTL"	NA	NA
"ZNF546"	5.0239e-12	"Tolerant"	"non-eQTL"	NA	NA
"WBSCR16"	0.00086789	"Tolerant"	"non-eQTL"	NA	NA
"FBLN7"	8.4159e-06	"Tolerant"	"non-eQTL"	NA	NA
"NLRP13"	9.0301e-16	"Tolerant"	"non-eQTL"	NA	NA
"AC018470.1"	0.0083655	"Tolerant"	"non-eQTL"	NA	NA
"CTH"	7.482e-08	"Tolerant"	"non-eQTL"	NA	NA
"SLC7A7"	7.9543e-07	"Tolerant"	"non-eQTL"	NA	NA
"DBNDD2"	0.0083064	"Tolerant"	"non-eQTL"	NA	NA
"GIPC1"	0.0083114	"Tolerant"	"non-eQTL"	NA	NA
"DGCR14"	2.4382e-07	"Tolerant"	"non-eQTL"	NA	NA
"C19orf67"	0.00027363	"Tolerant"	"non-eQTL"	NA	NA
"SH2D1A"	0.38935	"Tolerant"	"non-eQTL"	NA	NA
"REN"	2.4297e-07	"Tolerant"	"non-eQTL"	NA	NA
"C5orf54"	2.6602e-05	"Tolerant"	"non-eQTL"	NA	NA
"CNGA4"	2.4213e-07	"Tolerant"	"non-eQTL"	NA	NA
"ZNF431"	0.024969	"Tolerant"	"non-eQTL"	NA	NA
"PPP2R3C"	6.818e-09	"Tolerant"	"non-eQTL"	NA	NA
"ANO2"	1.7082e-22	"Tolerant"	"non-eQTL"	NA	NA
"ASZ1"	6.6692e-09	"Tolerant"	"non-eQTL"	NA	NA
"PARP15"	6.7366e-09	"Tolerant"	"non-eQTL"	NA	NA
"VPS33B"	2.4065e-16	"Tolerant"	"non-eQTL"	NA	NA
"CTDSPL"	0.0026698	"Tolerant"	"non-eQTL"	NA	NA
"DDX11"	2.3461e-21	"Tolerant"	"non-eQTL"	NA	NA
"LRRC24"	0.00085094	"Tolerant"	"non-eQTL"	NA	NA
"RASL10A"	0.18418	"Tolerant"	"non-eQTL"	NA	NA
"RNASET2"	0.00026891	"Tolerant"	"non-eQTL"	NA	NA
"TMEM56-RWDD3"	0.0082291	"Tolerant"	"non-eQTL"	NA	NA
"KIAA1377"	5.2173e-18	"Tolerant"	"non-eQTL"	NA	NA
"LINS"	2.3746e-07	"Tolerant"	"non-eQTL"	NA	NA
"MYO1H"	2.0646e-25	"Tolerant"	"non-eQTL"	NA	NA
"C11orf80"	2.0062e-09	"Tolerant"	"non-eQTL"	NA	NA
"ZSCAN5A"	0.0081938	"Tolerant"	"non-eQTL"	NA	NA
"DIRAS1"	0.388	"Tolerant"	"non-eQTL"	NA	NA
"SETD9"	8.3912e-05	"Tolerant"	"non-eQTL"	NA	NA
"SEC16B"	2.0871e-25	"Tolerant"	"non-eQTL"	NA	NA
"CCDC114"	6.6333e-09	"Tolerant"	"non-eQTL"	NA	NA
"LAMP3"	0.00026747	"Tolerant"	"non-eQTL"	NA	NA
"OAT"	7.7182e-07	"Tolerant"	"non-eQTL"	NA	NA
"BBS12"	2.3352e-07	"Tolerant"	"non-eQTL"	NA	NA
"PPP1R3C"	0.0026397	"Tolerant"	"non-eQTL"	NA	NA
"ALOX5AP"	0.070729	"Tolerant"	"non-eQTL"	NA	NA
"NT5C1A"	8.335e-05	"Tolerant"	"non-eQTL"	NA	NA
"SYS1"	0.070915	"Tolerant"	"non-eQTL"	NA	NA
"HAUS6"	6.4188e-17	"Tolerant"	"non-eQTL"	NA	NA
"BLOC1S1"	0.070821	"Tolerant"	"non-eQTL"	NA	NA
"NPIPB4"	0.18311	"Tolerant"	"non-eQTL"	NA	NA
"YBX3"	8.0641e-06	"Tolerant"	"non-eQTL"	NA	NA
"FNDC7"	1.558e-11	"Tolerant"	"non-eQTL"	NA	NA
"SLC35B4"	2.6127e-05	"Tolerant"	"non-eQTL"	NA	NA
"ZNF33A"	1.9718e-09	"Tolerant"	"non-eQTL"	NA	NA
"GZMK"	0.0081495	"Tolerant"	"non-eQTL"	NA	NA
"CDH17"	3.4172e-14	"Tolerant"	"non-eQTL"	NA	NA
"LACE1"	6.4428e-09	"Tolerant"	"non-eQTL"	NA	NA
"EDN3"	0.024568	"Tolerant"	"non-eQTL"	NA	NA
"RPL37"	0.18273	"Tolerant"	"non-eQTL"	NA	NA
"BSG"	2.5873e-05	"Tolerant"	"non-eQTL"	NA	NA
"CERS5"	6.4962e-09	"Tolerant"	"non-eQTL"	NA	NA
"CR1"	1.6488e-35	"Tolerant"	"non-eQTL"	NA	NA
"AUH"	8.024e-06	"Tolerant"	"non-eQTL"	NA	NA
"MYBPC2"	3.8252e-23	"Tolerant"	"non-eQTL"	NA	NA
"PCSK4"	1.3398e-12	"Tolerant"	"non-eQTL"	NA	NA
"SPATA24"	0.0026214	"Tolerant"	"non-eQTL"	NA	NA
"SLC35E2B"	0.0026282	"Tolerant"	"non-eQTL"	NA	NA
"ZNF75D"	0.00026527	"Tolerant"	"non-eQTL"	NA	NA
"ST6GALNAC3"	0.00026424	"Tolerant"	"non-eQTL"	NA	NA
"FOXQ1"	0.61849	"Tolerant"	"non-eQTL"	NA	NA
"LRRCC1"	7.2293e-21	"Tolerant"	"non-eQTL"	NA	NA
"PPAP2C"	0.00083068	"Tolerant"	"non-eQTL"	NA	NA
"PPEF2"	9.3684e-15	"Tolerant"	"non-eQTL"	NA	NA
"SFTA3"	0.38679	"Tolerant"	"non-eQTL"	NA	NA
"ZCWPW1"	1.1227e-13	"Tolerant"	"non-eQTL"	NA	NA
"DUS1L"	5.726e-10	"Tolerant"	"non-eQTL"	NA	NA
"COG5"	9.7667e-20	"Tolerant"	"non-eQTL"	NA	NA
"KRT35"	2.4391e-06	"Tolerant"	"non-eQTL"	NA	NA
"SLC27A2"	6.3647e-09	"Tolerant"	"non-eQTL"	NA	NA
"PYGL"	1.71e-17	"Tolerant"	"non-eQTL"	NA	NA
"COLEC10"	0.0026167	"Tolerant"	"non-eQTL"	NA	NA
"CAPN3"	3.5865e-19	"Tolerant"	"non-eQTL"	NA	NA
"SLC35F2"	0.00026278	"Tolerant"	"non-eQTL"	NA	NA
"MANBA"	1.3066e-18	"Tolerant"	"non-eQTL"	NA	NA
"CD99"	0.0026127	"Tolerant"	"non-eQTL"	NA	NA
"PASK"	1.952e-21	"Tolerant"	"non-eQTL"	NA	NA
"PITHD1"	0.0080936	"Tolerant"	"non-eQTL"	NA	NA
"SYCE1"	7.0153e-08	"Tolerant"	"non-eQTL"	NA	NA
"CDHR4"	3.765e-13	"Tolerant"	"non-eQTL"	NA	NA
"CC2D2B"	6.9071e-08	"Tolerant"	"non-eQTL"	NA	NA
"CPN2"	0.0026009	"Tolerant"	"non-eQTL"	NA	NA
"MTBP"	3.5074e-19	"Tolerant"	"non-eQTL"	NA	NA
"PYROXD1"	6.2976e-09	"Tolerant"	"non-eQTL"	NA	NA
"SC5D"	0.0025941	"Tolerant"	"non-eQTL"	NA	NA
"RFTN1"	2.4248e-06	"Tolerant"	"non-eQTL"	NA	NA
"ASPSCR1"	4.4156e-12	"Tolerant"	"non-eQTL"	NA	NA
"TBC1D5"	4.6359e-18	"Tolerant"	"non-eQTL"	NA	NA
"HMOX2"	0.00026198	"Tolerant"	"non-eQTL"	NA	NA
"JMJD7"	8.1582e-05	"Tolerant"	"non-eQTL"	NA	NA
"PPCS"	0.0080389	"Tolerant"	"non-eQTL"	NA	NA
"STARD10"	8.1718e-05	"Tolerant"	"non-eQTL"	NA	NA
"TRMT61A"	0.024387	"Tolerant"	"Cis"	"rs10149470"	0.333246548933679
"PDP2"	8.1837e-05	"Tolerant"	"non-eQTL"	NA	NA
"SIGLEC9"	2.5343e-05	"Tolerant"	"non-eQTL"	NA	NA
"TMPRSS9"	1.6181e-17	"Tolerant"	"non-eQTL"	NA	NA
"SLC6A5"	8.977e-15	"Tolerant"	"non-eQTL"	NA	NA
"GLB1L"	3.6916e-13	"Tolerant"	"non-eQTL"	NA	NA
"AIMP2"	0.008024	"Tolerant"	"non-eQTL"	NA	NA
"STEAP2"	2.2453e-07	"Tolerant"	"non-eQTL"	NA	NA
"CCDC18"	1.9627e-37	"Tolerant"	"non-eQTL"	NA	NA
"CCDC158"	1.5547e-25	"Tolerant"	"non-eQTL"	NA	NA
"PANK2"	7.4034e-07	"Tolerant"	"non-eQTL"	NA	NA
"SPARCL1"	5.6374e-10	"Tolerant"	"non-eQTL"	NA	NA
"MAN2B1"	4.7921e-22	"Tolerant"	"non-eQTL"	NA	NA
"FAM212B"	0.0079857	"Tolerant"	"non-eQTL"	NA	NA
"H1FOO"	0.06964	"Tolerant"	"non-eQTL"	NA	NA
"GUCY2F"	1.0552e-13	"Tolerant"	"non-eQTL"	NA	NA
"THADA"	4.6208e-41	"Tolerant"	"non-eQTL"	NA	NA
"CXCR3"	0.181	"Tolerant"	"non-eQTL"	NA	NA
"MMRN2"	4.8869e-11	"Tolerant"	"non-eQTL"	NA	NA
"SEPT1"	6.7665e-08	"Tolerant"	"non-eQTL"	NA	NA
"ABCA10"	7.6593e-34	"Tolerant"	"non-eQTL"	NA	NA
"MTRF1"	1.6199e-10	"Tolerant"	"non-eQTL"	NA	NA
"TNFAIP8"	0.38452	"Tolerant"	"non-eQTL"	NA	NA
"KIF12"	4.1596e-12	"Tolerant"	"non-eQTL"	NA	NA
"ZNF263"	5.4582e-10	"Tolerant"	"non-eQTL"	NA	NA
"NPM3"	0.069498	"Tolerant"	"non-eQTL"	NA	NA
"MAD1L1"	6.8444e-16	"Tolerant"	"non-eQTL"	NA	NA
"OOSP1"	0.3846	"Tolerant"	"non-eQTL"	NA	NA
"AOC1"	6.7236e-08	"Tolerant"	"non-eQTL"	NA	NA
"MRGPRF"	0.024083	"Tolerant"	"non-eQTL"	NA	NA
"ZFAND2B"	2.4827e-05	"Tolerant"	"non-eQTL"	NA	NA
"TM4SF5"	0.0079243	"Tolerant"	"non-eQTL"	NA	NA
"RAD54L"	2.3634e-15	"Tolerant"	"non-eQTL"	NA	NA
"C3orf17"	2.0063e-08	"Tolerant"	"non-eQTL"	NA	NA
"DLX3"	0.0025519	"Tolerant"	"non-eQTL"	NA	NA
"C17orf49"	0.069318	"Tolerant"	"non-eQTL"	NA	NA
"CD96"	1.392e-11	"Tolerant"	"non-eQTL"	NA	NA
"ZNF607"	2.3495e-06	"Tolerant"	"non-eQTL"	NA	NA
"LRP2BP"	2.3523e-06	"Tolerant"	"non-eQTL"	NA	NA
"HLA-DQA1"	0.023947	"Tolerant"	"non-eQTL"	NA	NA
"ELMO3"	6.6894e-16	"Tolerant"	"non-eQTL"	NA	NA
"CORO6"	7.1605e-07	"Tolerant"	"non-eQTL"	NA	NA
"KIF19"	1.4716e-17	"Tolerant"	"non-eQTL"	NA	NA
"PI4K2B"	2.1895e-07	"Tolerant"	"non-eQTL"	NA	NA
"F10"	2.3473e-06	"Tolerant"	"non-eQTL"	NA	NA
"ZNF569"	6.5987e-08	"Tolerant"	"non-eQTL"	NA	NA
"MUC6"	2.2123e-39	"Tolerant"	"non-eQTL"	NA	NA
"ASB6"	0.00080472	"Tolerant"	"non-eQTL"	NA	NA
"CA5A"	7.9051e-05	"Tolerant"	"non-eQTL"	NA	NA
"CABP2"	0.0025355	"Tolerant"	"non-eQTL"	NA	NA
"SCML4"	7.5932e-06	"Tolerant"	"non-eQTL"	NA	NA
"SLCO1C1"	3.9889e-12	"Tolerant"	"non-eQTL"	NA	NA
"SMYD1"	2.1406e-07	"Tolerant"	"non-eQTL"	NA	NA
"ITGBL1"	1.7671e-09	"Tolerant"	"non-eQTL"	NA	NA
"CENPJ"	2.0603e-27	"Tolerant"	"non-eQTL"	NA	NA
"GBE1"	1.1497e-12	"Tolerant"	"non-eQTL"	NA	NA
"NKPD1"	7.0389e-07	"Tolerant"	"non-eQTL"	NA	NA
"MRS2"	1.9516e-08	"Tolerant"	"non-eQTL"	NA	NA
"PLVAP"	2.3021e-06	"Tolerant"	"non-eQTL"	NA	NA
"XPA"	7.8652e-05	"Tolerant"	"non-eQTL"	NA	NA
"PFKM"	3.7625e-18	"Tolerant"	"non-eQTL"	NA	NA
"RABL3"	0.00080229	"Tolerant"	"non-eQTL"	NA	NA
"EHHADH"	5.2377e-10	"Tolerant"	"non-eQTL"	NA	NA
"BIN2"	4.5252e-11	"Tolerant"	"non-eQTL"	NA	NA
"ZNF599"	2.1284e-07	"Tolerant"	"non-eQTL"	NA	NA
"CCDC14"	7.7963e-15	"Tolerant"	"non-eQTL"	NA	NA
"NEDD8-MDP1"	0.0025047	"Tolerant"	"non-eQTL"	NA	NA
"CHST7"	0.068651	"Tolerant"	"non-eQTL"	NA	NA
"CNNM3"	2.1173e-07	"Tolerant"	"non-eQTL"	NA	NA
"CARD16"	0.38275	"Tolerant"	"non-eQTL"	NA	NA
"TTC39B"	2.179e-15	"Tolerant"	"non-eQTL"	NA	NA
"UACA"	3.2462e-29	"Tolerant"	"non-eQTL"	NA	NA
"CD300E"	0.023692	"Tolerant"	"non-eQTL"	NA	NA
"CCR4"	0.06863	"Tolerant"	"non-eQTL"	NA	NA
"SRD5A3"	0.00024941	"Tolerant"	"non-eQTL"	NA	NA
"HEXA"	1.3405e-11	"Tolerant"	"non-eQTL"	NA	NA
"APBB3"	5.0783e-10	"Tolerant"	"non-eQTL"	NA	NA
"GNB5"	6.3614e-08	"Tolerant"	"non-eQTL"	NA	NA
"CASP9"	7.3826e-06	"Tolerant"	"non-eQTL"	NA	NA
"GSKIP"	0.3822	"Tolerant"	"non-eQTL"	NA	NA
"PSTK"	7.3998e-06	"Tolerant"	"non-eQTL"	NA	NA
"GPR155"	6.0431e-16	"Tolerant"	"non-eQTL"	NA	NA
"USP6"	2.9469e-35	"Tolerant"	"non-eQTL"	NA	NA
"KIAA0895"	6.3286e-08	"Tolerant"	"non-eQTL"	NA	NA
"TRPV5"	2.6365e-14	"Tolerant"	"non-eQTL"	NA	NA
"WDR53"	0.0024918	"Tolerant"	"non-eQTL"	NA	NA
"CLGN"	1.2813e-11	"Tolerant"	"non-eQTL"	NA	NA
"PZP"	6.8173e-36	"Tolerant"	"non-eQTL"	NA	NA
"SLC52A2"	0.0024777	"Tolerant"	"non-eQTL"	NA	NA
"ZNF394"	2.2429e-06	"Tolerant"	"non-eQTL"	NA	NA
"TTC9"	0.06817	"Tolerant"	"non-eQTL"	NA	NA
"SLC35C1"	0.023545	"Tolerant"	"non-eQTL"	NA	NA
"NPHP1"	1.241e-17	"Tolerant"	"non-eQTL"	NA	NA
